id,name,address,type,typecode,pcode,pname,citycode,cityname,adcode,adname,business_area,location,tel,bigType,midType,smallType,gcj_lng,gcj_lat,wgs84_loc,wgs84Lng,wgs84Lat,geometry,function_type
B0FFHDMBBN,财富大酒店(西北门),邯郸路399号,通行设施;临街院门;临街院门,991400,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.510975,31.298286",[],通行设施,临街院门,临街院门,121.510975,31.298286,"121.506578,31.300309",121.506578,31.300309,POINT (121.506578 31.300309),通行设施
B0FFG1W02S,上海财富大酒店(正门),邯郸路399号(近国定路)财富大酒店附近,通行设施;通行设施;通行设施,990000,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.511150,31.297823",[],通行设施,通行设施,通行设施,121.51115,31.297823,"121.506753,31.299846",121.506753,31.299846,POINT (121.506753 31.299846),通行设施
B001559OX4,国中公寓(西北门),阜新路20弄之1-2号,通行设施;临街院门;临街院门,991400,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.504526,31.273324",[],通行设施,临街院门,临街院门,121.504526,31.273324,"121.500107,31.275337",121.500107,31.275337,POINT (121.500107 31.275337),通行设施
B0FFHO21YJ,中国电信上海公司东区电信局黄兴电话站(东南门),国顺路105-1号附近,通行设施;临街院门;临街院门,991400,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.516896,31.290913",[],通行设施,临街院门,临街院门,121.516896,31.290913,"121.51252,31.292956",121.51252,31.292956,POINT (121.51252 31.292956),通行设施
B0FFG4IR8Z,上海市杨浦区四平街道敬老院(东北门),铁岭路50弄63号,通行设施;临街院门;临街院门,991400,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.515757,31.279377",[],通行设施,临街院门,临街院门,121.515757,31.279377,"121.511378,31.281421",121.511378,31.281421,POINT (121.511378 31.281421),通行设施
B0FFHO1WXO,复旦大学南区小足球场(北门),政修路270号附近,通行设施;临街院门;临街院门,991400,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.502792,31.290390",[],通行设施,临街院门,临街院门,121.502792,31.29039,"121.498366,31.292391",121.498366,31.292391,POINT (121.498366 31.292391),通行设施
B00155BGGF,铁岭路110弄住宅小区(西南2门),铁岭路110弄5号附近,通行设施;临街院门;临街院门,991400,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.511985,31.281155",[],通行设施,临街院门,临街院门,121.511985,31.281155,"121.507593,31.283187",121.507593,31.283187,POINT (121.507593 31.283187),通行设施
B0FFK2STY9,锦西路六十三弄住宅小区(1号门),锦西路与鞍山路交叉口东北约80米,通行设施;临街院门;临街院门,991400,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.512194,31.276877",[],通行设施,临街院门,临街院门,121.512194,31.276877,"121.507803,31.278912",121.507803,31.278912,POINT (121.507803 31.278912),通行设施
B00156NT77,国顺路300弄住宅小区(西南门),国顺路300弄之1-14号,通行设施;临街院门;临街院门,991400,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.511923,31.291839",[],通行设施,临街院门,临街院门,121.511923,31.291839,"121.507529,31.293867",121.507529,31.293867,POINT (121.507529 31.293867),通行设施
B00155HI5U,国顺路395、389弄住宅小区(东北2门),国顺路395弄、389弄,通行设施;临街院门;临街院门,991400,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.509818,31.292458",[],通行设施,临街院门,临街院门,121.509818,31.292458,"121.505417,31.294479",121.505417,31.294479,POINT (121.505417 31.294479),通行设施
B00155IKQ6,鞍山三村住宅小区(东南门),锦西路与铁岭路交叉口西南约80米,通行设施;临街院门;临街院门,991400,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.513564,31.277657",[],通行设施,临街院门,临街院门,121.513564,31.277657,"121.509177,31.279696",121.509177,31.279696,POINT (121.509177 31.279696),通行设施
B00155KTT0,鞍山八村住宅小区(西北3门),彰武路,通行设施;临街院门;临街院门,991400,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.510574,31.280919",[],通行设施,临街院门,临街院门,121.510574,31.280919,"121.506177,31.282947",121.506177,31.282947,POINT (121.506177 31.282947),通行设施
B00155KFLZ,鞍山八村小区(西北2门),彰武路,通行设施;临街院门;临街院门,991400,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.510116,31.280731",[],通行设施,临街院门,临街院门,121.510116,31.280731,"121.505717,31.282758",121.505717,31.282758,POINT (121.505717 31.282758),通行设施
B0FFI9PO0Q,中元物业国年小区(东北1门),国顺路389弄住宅小区附近,通行设施;临街院门;临街院门,991400,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.509148,31.291846",[],通行设施,临街院门,临街院门,121.509148,31.291846,"121.504745,31.293866",121.504745,31.293866,POINT (121.504745 31.293866),通行设施
B00155K8FO,同济大学四平路校区(东南门),四平路1239同济大学,通行设施;临街院门;临街院门,991400,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.506103,31.282602",[],通行设施,临街院门,临街院门,121.506103,31.282602,"121.501689,31.284616",121.501689,31.284616,POINT (121.501689 31.284616),通行设施
B00155MQQO,鞍山六村南区(东北1门),四平路980弄,通行设施;临街院门;临街院门,991400,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.506945,31.273844",[],通行设施,临街院门,临街院门,121.506945,31.273844,"121.502535,31.275865",121.502535,31.275865,POINT (121.502535 31.275865),通行设施
B0GR670A8D,鞍山六村南区(东北3门),打虎山路与锦西路交叉口西北约60米,通行设施;临街院门;临街院门,991400,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.507087,31.273658",[],通行设施,临街院门,临街院门,121.507087,31.273658,"121.502678,31.275679",121.502678,31.275679,POINT (121.502678 31.275679),通行设施
B0FFHL3LQ2,鞍山路215弄小区(东北6门),鞍山路197号附近,通行设施;临街院门;临街院门,991400,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.509932,31.278215",[],通行设施,临街院门,临街院门,121.509932,31.278215,"121.505533,31.280243",121.505533,31.280243,POINT (121.505533 31.280243),通行设施
B00155KVX7,鞍山路310弄小区(西南门),鞍山路310弄1-26号,通行设施;临街院门;临街院门,991400,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.508741,31.279454",[],通行设施,临街院门,临街院门,121.508741,31.279454,"121.504337,31.281478",121.504337,31.281478,POINT (121.504337 31.281478),通行设施
B0FFIYV47W,鞍山七村小区(西北门),四平路953-2号附近,通行设施;临街院门;临街院门,991400,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.502742,31.275657",[],通行设施,临街院门,临街院门,121.502742,31.275657,"121.498317,31.277664",121.498317,31.277664,POINT (121.498317 31.277664),通行设施
B0FFLGD1UV,鞍山七村小区(西南1门),大连路与阜新路交叉口西北约80米,通行设施;临街院门;临街院门,991400,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.503205,31.273562",[],通行设施,临街院门,临街院门,121.503205,31.273562,"121.498782,31.275571",121.498782,31.275571,POINT (121.498782 31.275571),通行设施
B00155KTSX,打虎山路118弄小区(西南门),打虎山路118弄之1-4号,通行设施;临街院门;临街院门,991400,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.507452,31.273628",[],通行设施,临街院门,临街院门,121.507452,31.273628,"121.503044,31.27565",121.503044,31.27565,POINT (121.503044 31.27565),通行设施
B00155KC9F,鞍山七村小区(西南门),大连路1558-2附近,通行设施;临街院门;临街院门,991400,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.502573,31.274041",[],通行设施,临街院门,临街院门,121.502573,31.274041,"121.498147,31.276048",121.498147,31.276048,POINT (121.498147 31.276048),通行设施
B00155KFYQ,鞍山四村第三小区(南2门),阜新路180弄,通行设施;临街院门;临街院门,991400,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.505968,31.274646",[],通行设施,临街院门,临街院门,121.505968,31.274646,"121.501555,31.276663",121.501555,31.276663,POINT (121.501555 31.276663),通行设施
B00155KVX6,鞍山四村第2小区(西北1门),阜新路182弄,通行设施;临街院门;临街院门,991400,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.507796,31.278645",[],通行设施,临街院门,临街院门,121.507796,31.278645,"121.503389,31.280666",121.503389,31.280666,POINT (121.503389 31.280666),通行设施
B00155KFYM,鞍山四村第三小区(西北1门),阜新路180弄13号,通行设施;临街院门;临街院门,991400,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.506357,31.275824",[],通行设施,临街院门,临街院门,121.506357,31.275824,"121.501945,31.277842",121.501945,31.277842,POINT (121.501945 31.277842),通行设施
B00155MQRL,鞍山四村第三小区(东北门),阜新路180弄鞍山四村第三小区,通行设施;临街院门;临街院门,991400,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.508296,31.276213",[],通行设施,临街院门,临街院门,121.508296,31.276213,"121.503891,31.278237",121.503891,31.278237,POINT (121.503891 31.278237),通行设施
B00155KQWH,鞍山四村第二小区(东南2门),阜新路182弄,通行设施;临街院门;临街院门,991400,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.508695,31.277033",[],通行设施,临街院门,临街院门,121.508695,31.277033,"121.504291,31.279057",121.504291,31.279057,POINT (121.504291 31.279057),通行设施
B00155KGB8,鞍山四村第一小区(西北1门),抚顺路393弄1-20号,通行设施;临街院门;临街院门,991400,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.508826,31.276921",[],通行设施,临街院门,临街院门,121.508826,31.276921,"121.504423,31.278946",121.504423,31.278946,POINT (121.504423 31.278946),通行设施
B00155HHMU,鞍山四村第一小区(东南2门),锦西路91号,通行设施;临街院门;临街院门,991400,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.510751,31.275696",[],通行设施,临街院门,临街院门,121.510751,31.275696,"121.506355,31.277727",121.506355,31.277727,POINT (121.506355 31.277727),通行设施
B00155KG4C,鞍山四村第一小区(东南1门),锦西路87号附近,通行设施;临街院门;临街院门,991400,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.511317,31.276114",[],通行设施,临街院门,临街院门,121.511317,31.276114,"121.506923,31.278147",121.506923,31.278147,POINT (121.506923 31.278147),通行设施
B00155KGB0,鞍山四村第二小区(东北门),鞍山四村第二小区,通行设施;临街院门;临街院门,991400,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.508898,31.279131",[],通行设施,临街院门,临街院门,121.508898,31.279131,"121.504495,31.281155",121.504495,31.281155,POINT (121.504495 31.281155),通行设施
B00155MQML,鞍山五村(西3门),四平路1020弄,通行设施;临街院门;临街院门,991400,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.503672,31.276657",[],通行设施,临街院门,临街院门,121.503672,31.276657,"121.49925,31.278667",121.49925,31.278667,POINT (121.49925 31.278667),通行设施
B0FFG4GQ10,打虎山路幼儿园(北门),鞍山五村48号,通行设施;临街院门;临街院门,991400,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.505248,31.276565",[],通行设施,临街院门,临街院门,121.505248,31.276565,"121.500832,31.278579",121.500832,31.278579,POINT (121.500832 31.278579),通行设施
B0FFGDVV7D,同济大学工程试验馆(东北门),四平路1245附近,通行设施;建筑物门;建筑物门,991000,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.502584,31.283937",[],通行设施,建筑物门,建筑物门,121.502584,31.283937,"121.498158,31.28594",121.498158,31.28594,POINT (121.498158 31.28594),通行设施
B0FFGZQGTI,同济大学四平路校区建筑与城市规划学院(西南门),四平路1239同济大学,通行设施;建筑物门;建筑物门,991000,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.505690,31.285023",[],通行设施,建筑物门,建筑物门,121.50569,31.285023,"121.501275,31.287035",121.501275,31.287035,POINT (121.501275 31.287035),通行设施
B0FFGRIRKZ,同济大学环境科学与工程学院(东北门),四平路1239同济大学,通行设施;建筑物门;建筑物门,991000,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.497275,31.284288",[],通行设施,建筑物门,建筑物门,121.497275,31.284288,"121.492829,31.286275",121.492829,31.286275,POINT (121.492829 31.286275),通行设施
B0FFGE56OD,同济大学电子与信息工程学院(西北门),四平路1251号附近,通行设施;建筑物门;建筑物门,991000,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.502817,31.284414",[],通行设施,建筑物门,建筑物门,121.502817,31.284414,"121.498391,31.286418",121.498391,31.286418,POINT (121.498391 31.286418),通行设施
B0FFG4IZKV,同济大学工程实践中心B楼(东北门),中山北二路与政本路交叉口东南200米,通行设施;建筑物门;建筑物正门,991001,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.515009,31.282604",[],通行设施,建筑物门,建筑物正门,121.515009,31.282604,"121.510627,31.284645",121.510627,31.284645,POINT (121.510627 31.284645),通行设施
B0FFGE56P8,同济大学四平路校区建筑与城市规划学院基础教学楼(东北门),四平路1239号同济大学,通行设施;建筑物门;建筑物门,991000,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.505176,31.284930",[],通行设施,建筑物门,建筑物门,121.505176,31.28493,"121.500759,31.286941",121.500759,31.286941,POINT (121.500759 31.286941),通行设施
B0FFK6T3KQ,悠迈生活广场(6号门),四平路2500号UMAX悠迈生活广场F1,通行设施;建筑物门;建筑物门,991000,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.515468,31.298922",[],通行设施,建筑物门,建筑物门,121.515468,31.298922,"121.511086,31.300957",121.511086,31.300957,POINT (121.511086 31.300957),通行设施
B0FFGTH94K,杨浦区市场监督管理局四平市场监督管理所(西南门),抚顺路371号,通行设施;建筑物门;建筑物门,991000,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.509604,31.277449",[],通行设施,建筑物门,建筑物门,121.509604,31.277449,"121.505203,31.279476",121.505203,31.279476,POINT (121.505203 31.279476),通行设施
B0FFG1VZHM,复旦科技园大厦(南门),国泰路11号附近,通行设施;建筑物门;建筑物门,991000,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.507523,31.287705",[],通行设施,建筑物门,建筑物门,121.507523,31.287705,"121.503114,31.289722",121.503114,31.289722,POINT (121.503114 31.289722),通行设施
B0FFHO1GPA,复旦大学南区主席台(西门),邯郸路220号复旦大学邯郸校区复旦大学邯郸校区体育教学部附近,通行设施;建筑物门;建筑物门,991000,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.502406,31.291269",[],通行设施,建筑物门,建筑物门,121.502406,31.291269,"121.497978,31.293269",121.497978,31.293269,POINT (121.497978 31.293269),通行设施
B0FFGE61KI,创业大厦(西南门),国定路323号,通行设施;建筑物门;建筑物门,991000,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.508570,31.296304",[],通行设施,建筑物门,建筑物门,121.50857,31.296304,"121.504164,31.29832",121.504164,31.29832,POINT (121.504164 31.29832),通行设施
B0FFGE61TO,创业大厦1号楼(东南门),四平路2007号附近,通行设施;建筑物门;建筑物门,991000,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.508457,31.297196",[],通行设施,建筑物门,建筑物门,121.508457,31.297196,"121.504051,31.299211",121.504051,31.299211,POINT (121.504051 31.299211),通行设施
B0FFGE4USL,同济大学医学院(西北门),赤峰路50号,通行设施;建筑物门;建筑物门,991000,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.501202,31.281360",[],通行设施,建筑物门,建筑物门,121.501202,31.28136,"121.496771,31.28336",121.496771,31.28336,POINT (121.496771 31.28336),通行设施
B0FFGDRY07,同济大学化学馆(东南门),四平路1239号同济大学四平路校区同济大学化学馆附近,通行设施;建筑物门;建筑物门,991000,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.503773,31.284515",[],通行设施,建筑物门,建筑物门,121.503773,31.284515,"121.499351,31.286522",121.499351,31.286522,POINT (121.499351 31.286522),通行设施
B0FFGZQGQS,同济大学中法中心(东北门),四平路1223号附近,通行设施;建筑物门;建筑物门,991000,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.504919,31.281291",[],通行设施,建筑物门,建筑物门,121.504919,31.281291,"121.500501,31.283302",121.500501,31.283302,POINT (121.500501 31.283302),通行设施
B0FFFZJM8E,九隆坊(北门),五角场黄兴路1737号九隆坊F1层,通行设施;建筑物门;建筑物正门,991001,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.518937,31.291284",[],通行设施,建筑物门,建筑物正门,121.518937,31.291284,"121.514568,31.293333",121.514568,31.293333,POINT (121.514568 31.293333),通行设施
B0FFGE91I2,财富国际广场银座(西北门),国权路22、39、43,通行设施;建筑物门;建筑物门,991000,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.518912,31.287081",[],通行设施,建筑物门,建筑物门,121.518912,31.287081,"121.514543,31.289131",121.514543,31.289131,POINT (121.514543 31.289131),通行设施
B0FFGFAT3R,怡富商务广场办公楼(东南门),黄兴路1725号,通行设施;建筑物门;建筑物门,991000,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.519507,31.290429",[],通行设施,建筑物门,建筑物门,121.519507,31.290429,"121.51514,31.292479",121.51514,31.292479,POINT (121.51514 31.292479),通行设施
B0FFGE53KP,同济大学教材服务中心(西北门),同济大学(四平路校区),通行设施;建筑物门;建筑物门,991000,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.501577,31.284133",[],通行设施,建筑物门,建筑物门,121.501577,31.284133,"121.497147,31.286133",121.497147,31.286133,POINT (121.497147 31.286133),通行设施
B0FFH5K55Z,同济大学四平路校区机械馆(东南门),赤峰路200号同济大学四平路校区机械馆附近,通行设施;建筑物门;建筑物门,991000,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.498417,31.283542",[],通行设施,建筑物门,建筑物门,121.498417,31.283542,"121.493976,31.285533",121.493976,31.285533,POINT (121.493976 31.285533),通行设施
B0FFGE91H2,复旦大学南区学生公寓6(东南门),政肃路6号楼附近,通行设施;建筑物门;建筑物门,991000,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.501901,31.292962",[],通行设施,建筑物门,建筑物门,121.501901,31.292962,"121.497471,31.29496",121.497471,31.29496,POINT (121.497471 31.29496),通行设施
B0FFGE91FP,复旦大学南区学生公寓3(西北门),政肃路200附近,通行设施;建筑物门;建筑物门,991000,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.502140,31.292932",[],通行设施,建筑物门,建筑物门,121.50214,31.292932,"121.497711,31.29493",121.497711,31.29493,POINT (121.497711 31.29493),通行设施
B0FFGZQGTT,同济大学四平路校区汇文楼(西南门),国康路11号,通行设施;建筑物门;建筑物门,991000,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.505078,31.284411",[],通行设施,建筑物门,建筑物门,121.505078,31.284411,"121.500661,31.286422",121.500661,31.286422,POINT (121.500661 31.286422),通行设施
B0FFGUOZ3Z,同济大学四平路校区宁静楼(西南门),密云路附近,通行设施;建筑物门;建筑物门,991000,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.498421,31.284129",[],通行设施,建筑物门,建筑物门,121.498421,31.284129,"121.493979,31.28612",121.493979,31.28612,POINT (121.493979 31.28612),通行设施
B0FFGE56TP,同济大学国家大学科技园(西南门),国康路100同济大学,通行设施;建筑物门;建筑物门,991000,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.501756,31.286848",[],通行设施,建筑物门,建筑物门,121.501756,31.286848,"121.497326,31.288848",121.497326,31.288848,POINT (121.497326 31.288848),通行设施
B0FFGTHGOO,同济大学国际文化交流学院(东北2门),赤峰路67同济大学南校区,通行设施;建筑物门;建筑物门,991000,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.499105,31.280438",[],通行设施,建筑物门,建筑物门,121.499105,31.280438,"121.494666,31.282432",121.494666,31.282432,POINT (121.494666 31.282432),通行设施
B0FFGE5378,同济大学经济与管理学院(东北门),四平路1500号附近,通行设施;建筑物门;建筑物门,991000,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.507282,31.282751",[],通行设施,建筑物门,建筑物门,121.507282,31.282751,"121.502873,31.284769",121.502873,31.284769,POINT (121.502873 31.284769),通行设施
B0FFGE5979,同济大学四平路校区桥梁馆(西南门),中山北二路与密云路交叉口东南150米,通行设施;建筑物门;建筑物门,991000,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.498206,31.284810",[],通行设施,建筑物门,建筑物门,121.498206,31.28481,"121.493764,31.2868",121.493764,31.2868,POINT (121.493764 31.2868),通行设施
B0FFH28MLH,同济大学四平路校区生态实验楼(西南门),中山北二路与密云路交叉口南150米,通行设施;建筑物门;建筑物门,991000,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.497292,31.284579",[],通行设施,建筑物门,建筑物门,121.497292,31.284579,"121.492846,31.286566",121.492846,31.286566,POINT (121.492846 31.286566),通行设施
B0FFGZQGWL,同济大学四平路校区行政南楼(西南门),四平路与彰武路交叉口西北100米,通行设施;建筑物门;建筑物门,991000,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.506035,31.283073",[],通行设施,建筑物门,建筑物门,121.506035,31.283073,"121.501621,31.285087",121.501621,31.285087,POINT (121.501621 31.285087),通行设施
B0FFGE53B5,同济大学航空航天与力学学院(西北门),彰武路100号,通行设施;建筑物门;建筑物门,991000,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.513077,31.281969",[],通行设施,建筑物门,建筑物门,121.513077,31.281969,"121.508688,31.284004",121.508688,31.284004,POINT (121.508688 31.284004),通行设施
B0FFGEQRXG,同济大学南校区后勤公寓2号楼(东北门),赤峰路南200米,通行设施;建筑物门;建筑物门,991000,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.499728,31.279089",[],通行设施,建筑物门,建筑物门,121.499728,31.279089,"121.495292,31.281086",121.495292,31.281086,POINT (121.495292 31.281086),通行设施
B0FFGDVMAO,同济大学四平校区教学实践机房(东南门),四平路1239号同济大学四平路校区内附近,通行设施;建筑物门;建筑物门,991000,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.501865,31.283800",[],通行设施,建筑物门,建筑物门,121.501865,31.2838,"121.497436,31.285801",121.497436,31.285801,POINT (121.497436 31.285801),通行设施
B0FFH17WQR,同济大学四平路校区学生事务中心(东南门),[],通行设施;建筑物门;建筑物门,991000,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.500520,31.284057",[],通行设施,建筑物门,建筑物门,121.50052,31.284057,"121.496086,31.286054",121.496086,31.286054,POINT (121.496086 31.286054),通行设施
B0FFGUP4HQ,同济大学四平路校区国际文化交流学院(东北1门),赤峰路75-103号附近,通行设施;建筑物门;建筑物门,991000,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.499228,31.280772",[],通行设施,建筑物门,建筑物门,121.499228,31.280772,"121.49479,31.282766",121.49479,31.282766,POINT (121.49479 31.282766),通行设施
B0FFH5K5C5,同济大学四平路校区医学与生命科学实验教学中心(东北门),密云路与中山北二路交叉口南200米,通行设施;建筑物门;建筑物门,991000,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.498469,31.284275",[],通行设施,建筑物门,建筑物门,121.498469,31.284275,"121.494028,31.286266",121.494028,31.286266,POINT (121.494028 31.286266),通行设施
B0FFGE5BVV,上海商学院高等技术学院国权路院区学生宿舍8(南门),内环高架路与内环高架路入口交叉口西200米,通行设施;建筑物门;建筑物门,991000,310000,上海市,21,上海市,310110,杨浦区,四平路,"121.516750,31.285902",[],通行设施,建筑物门,建筑物门,121.51675,31.285902,"121.512374,31.287946",121.512374,31.287946,POINT (121.512374 31.287946),通行设施
